Part Number,Status,Characteristic,Specific Applications,Length,Width,Thickness,Temperature characteristics,Rated Voltage,Capacitance,Tolerance of capacitance,Notes,,,
GCM1885G1H561JA16#,NRND,AEC-Q200Support|Up to 150℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.6 ±0.1mm,0.8 ±0.1mm,0.8 ±0.1mm,X8G(Murata),50Vdc,560pF,±5%,,1E-12,560,5.6E-10
GCM188L81H561KA03#,NRND,AEC-Q200Support|Up to 150℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.6 ±0.1mm,0.8 ±0.1mm,0.8 ±0.1mm,X8L(Murata),50Vdc,560pF,±10%,,1E-12,560,5.6E-10
GCM188L81H561MA03#,NRND,AEC-Q200Support|Up to 150℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.6 ±0.1mm,0.8 ±0.1mm,0.8 ±0.1mm,X8L(Murata),50Vdc,560pF,±20%,,1E-12,560,5.6E-10
GCM2165C1H561FA16#,NRND,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",2.0 ±0.15mm,1.25 ±0.15mm,0.6 ±0.1mm,C0G(EIA),50Vdc,560pF,±1%,,1E-12,560,5.6E-10
GCM2165C1H561GA16#,NRND,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",2.0 ±0.15mm,1.25 ±0.15mm,0.6 ±0.1mm,C0G(EIA),50Vdc,560pF,±2%,,1E-12,560,5.6E-10
GCM2165C1H561JA16#,NRND,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",2.0 ±0.15mm,1.25 ±0.15mm,0.6 ±0.1mm,C0G(EIA),50Vdc,560pF,±5%,,1E-12,560,5.6E-10
GCM2165C2A561FA16#,NRND,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",2.0 ±0.15mm,1.25 ±0.15mm,0.6 ±0.1mm,C0G(EIA),100Vdc,560pF,±1%,,1E-12,560,5.6E-10
GCM2165C2A561GA16#,NRND,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",2.0 ±0.15mm,1.25 ±0.15mm,0.6 ±0.1mm,C0G(EIA),100Vdc,560pF,±2%,,1E-12,560,5.6E-10
GCM2165C2A561JA16#,NRND,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",2.0 ±0.15mm,1.25 ±0.15mm,0.6 ±0.1mm,C0G(EIA),100Vdc,560pF,±5%,,1E-12,560,5.6E-10
GCM2165G1H561GA16#,NRND,AEC-Q200Support|Up to 150℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",2.0 ±0.15mm,1.25 ±0.15mm,0.6 ±0.1mm,X8G(Murata),50Vdc,560pF,±2%,,1E-12,560,5.6E-10
GCM2165G1H561JA16#,NRND,AEC-Q200Support|Up to 150℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",2.0 ±0.15mm,1.25 ±0.15mm,0.6 ±0.1mm,X8G(Murata),50Vdc,560pF,±5%,,1E-12,560,5.6E-10
GCM2165G2A561GA16#,NRND,AEC-Q200Support|Up to 150℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",2.0 ±0.15mm,1.25 ±0.15mm,0.6 ±0.1mm,X8G(Murata),100Vdc,560pF,±2%,,1E-12,560,5.6E-10
GCM2165G2A561JA16#,NRND,AEC-Q200Support|Up to 150℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",2.0 ±0.15mm,1.25 ±0.15mm,0.6 ±0.1mm,X8G(Murata),100Vdc,560pF,±5%,,1E-12,560,5.6E-10
GCM1555C1H621FA16#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.0 ±0.05mm,0.5 ±0.05mm,0.5 ±0.05mm,C0G(EIA),50Vdc,620pF,±1%,,1E-12,620,6.2E-10
GCM1555C1H621GA16#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.0 ±0.05mm,0.5 ±0.05mm,0.5 ±0.05mm,C0G(EIA),50Vdc,620pF,±2%,,1E-12,620,6.2E-10
GCM1555C1H621JA16#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.0 ±0.05mm,0.5 ±0.05mm,0.5 ±0.05mm,C0G(EIA),50Vdc,620pF,±5%,,1E-12,620,6.2E-10
GCM1555G1H621FA16#,In Production,AEC-Q200Support|Up to 150℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.0 ±0.05mm,0.5 ±0.05mm,0.5 ±0.05mm,X8G(Murata),50Vdc,620pF,±1%,,1E-12,620,6.2E-10
GCM1555G1H621GA16#,In Production,AEC-Q200Support|Up to 150℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.0 ±0.05mm,0.5 ±0.05mm,0.5 ±0.05mm,X8G(Murata),50Vdc,620pF,±2%,,1E-12,620,6.2E-10
GCM1555G1H621JA16#,In Production,AEC-Q200Support|Up to 150℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.0 ±0.05mm,0.5 ±0.05mm,0.5 ±0.05mm,X8G(Murata),50Vdc,620pF,±5%,,1E-12,620,6.2E-10
GCM1885C2A621FA16#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.6 ±0.1mm,0.8 ±0.1mm,0.8 ±0.1mm,C0G(EIA),100Vdc,620pF,±1%,,1E-12,620,6.2E-10
GCM1885C2A621GA16#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.6 ±0.1mm,0.8 ±0.1mm,0.8 ±0.1mm,C0G(EIA),100Vdc,620pF,±2%,,1E-12,620,6.2E-10
GCM1885C2A621JA16#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.6 ±0.1mm,0.8 ±0.1mm,0.8 ±0.1mm,C0G(EIA),100Vdc,620pF,±5%,,1E-12,620,6.2E-10
GCM1885G2A621FA16#,In Production,AEC-Q200Support|Up to 150℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.6 ±0.1mm,0.8 ±0.1mm,0.8 ±0.1mm,X8G(Murata),100Vdc,620pF,±1%,,1E-12,620,6.2E-10
GCM1885G2A621GA16#,In Production,AEC-Q200Support|Up to 150℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.6 ±0.1mm,0.8 ±0.1mm,0.8 ±0.1mm,X8G(Murata),100Vdc,620pF,±2%,,1E-12,620,6.2E-10
GCM1885G2A621JA16#,In Production,AEC-Q200Support|Up to 150℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.6 ±0.1mm,0.8 ±0.1mm,0.8 ±0.1mm,X8G(Murata),100Vdc,620pF,±5%,,1E-12,620,6.2E-10
GCM1885C1H621FA16#,NRND,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.6 ±0.1mm,0.8 ±0.1mm,0.8 ±0.1mm,C0G(EIA),50Vdc,620pF,±1%,,1E-12,620,6.2E-10
GCM1885C1H621GA16#,NRND,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.6 ±0.1mm,0.8 ±0.1mm,0.8 ±0.1mm,C0G(EIA),50Vdc,620pF,±2%,,1E-12,620,6.2E-10
GCM1885C1H621JA16#,NRND,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.6 ±0.1mm,0.8 ±0.1mm,0.8 ±0.1mm,C0G(EIA),50Vdc,620pF,±5%,,1E-12,620,6.2E-10
GCM1885G1H621FA16#,NRND,AEC-Q200Support|Up to 150℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.6 ±0.1mm,0.8 ±0.1mm,0.8 ±0.1mm,X8G(Murata),50Vdc,620pF,±1%,,1E-12,620,6.2E-10
GCM1885G1H621GA16#,NRND,AEC-Q200Support|Up to 150℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.6 ±0.1mm,0.8 ±0.1mm,0.8 ±0.1mm,X8G(Murata),50Vdc,620pF,±2%,,1E-12,620,6.2E-10
GCM1885G1H621JA16#,NRND,AEC-Q200Support|Up to 150℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.6 ±0.1mm,0.8 ±0.1mm,0.8 ±0.1mm,X8G(Murata),50Vdc,620pF,±5%,,1E-12,620,6.2E-10
GCM2165C1H621FA16#,NRND,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",2.0 ±0.15mm,1.25 ±0.15mm,0.6 ±0.1mm,C0G(EIA),50Vdc,620pF,±1%,,1E-12,620,6.2E-10
GCM2165C1H621GA16#,NRND,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",2.0 ±0.15mm,1.25 ±0.15mm,0.6 ±0.1mm,C0G(EIA),50Vdc,620pF,±2%,,1E-12,620,6.2E-10
GCM2165C1H621JA16#,NRND,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",2.0 ±0.15mm,1.25 ±0.15mm,0.6 ±0.1mm,C0G(EIA),50Vdc,620pF,±5%,,1E-12,620,6.2E-10
GCM2165C2A621GA16#,NRND,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",2.0 ±0.15mm,1.25 ±0.15mm,0.6 ±0.1mm,C0G(EIA),100Vdc,620pF,±2%,,1E-12,620,6.2E-10
GCM2165C2A621JA16#,NRND,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",2.0 ±0.15mm,1.25 ±0.15mm,0.6 ±0.1mm,C0G(EIA),100Vdc,620pF,±5%,,1E-12,620,6.2E-10
GCM2165G1H621GA16#,NRND,AEC-Q200Support|Up to 150℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",2.0 ±0.15mm,1.25 ±0.15mm,0.6 ±0.1mm,X8G(Murata),50Vdc,620pF,±2%,,1E-12,620,6.2E-10
GCM2165G1H621JA16#,NRND,AEC-Q200Support|Up to 150℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",2.0 ±0.15mm,1.25 ±0.15mm,0.6 ±0.1mm,X8G(Murata),50Vdc,620pF,±5%,,1E-12,620,6.2E-10
GCM2165G2A621GA16#,NRND,AEC-Q200Support|Up to 150℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",2.0 ±0.15mm,1.25 ±0.15mm,0.6 ±0.1mm,X8G(Murata),100Vdc,620pF,±2%,,1E-12,620,6.2E-10
GCM2165G2A621JA16#,NRND,AEC-Q200Support|Up to 150℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",2.0 ±0.15mm,1.25 ±0.15mm,0.6 ±0.1mm,X8G(Murata),100Vdc,620pF,±5%,,1E-12,620,6.2E-10
GCM2195C1H621FA16#,NRND,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",2.0 ±0.15mm,1.25 ±0.15mm,0.85 ±0.1mm,C0G(EIA),50Vdc,620pF,±1%,,1E-12,620,6.2E-10
GCM2195C1H621GA16#,NRND,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",2.0 ±0.15mm,1.25 ±0.15mm,0.85 ±0.1mm,C0G(EIA),50Vdc,620pF,±2%,,1E-12,620,6.2E-10
GCM2195C1H621JA16#,NRND,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",2.0 ±0.15mm,1.25 ±0.15mm,0.85 ±0.1mm,C0G(EIA),50Vdc,620pF,±5%,,1E-12,620,6.2E-10
GCM2195C2A621FA16#,NRND,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",2.0 ±0.15mm,1.25 ±0.15mm,0.85 ±0.1mm,C0G(EIA),100Vdc,620pF,±1%,,1E-12,620,6.2E-10
GCM2195C2A621GA16#,NRND,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",2.0 ±0.15mm,1.25 ±0.15mm,0.85 ±0.1mm,C0G(EIA),100Vdc,620pF,±2%,,1E-12,620,6.2E-10
GCM2195C2A621JA16#,NRND,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",2.0 ±0.15mm,1.25 ±0.15mm,0.85 ±0.1mm,C0G(EIA),100Vdc,620pF,±5%,,1E-12,620,6.2E-10
GCM2195G1H621GA16#,NRND,AEC-Q200Support|Up to 150℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",2.0 ±0.15mm,1.25 ±0.15mm,0.85 ±0.1mm,X8G(Murata),50Vdc,620pF,±2%,,1E-12,620,6.2E-10
GCM2195G1H621JA16#,NRND,AEC-Q200Support|Up to 150℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",2.0 ±0.15mm,1.25 ±0.15mm,0.85 ±0.1mm,X8G(Murata),50Vdc,620pF,±5%,,1E-12,620,6.2E-10
GCM2195G2A621GA16#,NRND,AEC-Q200Support|Up to 150℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",2.0 ±0.15mm,1.25 ±0.15mm,0.85 ±0.1mm,X8G(Murata),100Vdc,620pF,±2%,,1E-12,620,6.2E-10
GCM2195G2A621JA16#,NRND,AEC-Q200Support|Up to 150℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",2.0 ±0.15mm,1.25 ±0.15mm,0.85 ±0.1mm,X8G(Murata),100Vdc,620pF,±5%,,1E-12,620,6.2E-10
GCM033R71C681KA03#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",0.6 ±0.03mm,0.3 ±0.03mm,0.3 ±0.03mm,X7R(EIA),16Vdc,680pF,±10%,,1E-12,680,6.8E-10
GCM033R71E681KA03#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",0.6 ±0.03mm,0.3 ±0.03mm,0.3 ±0.03mm,X7R(EIA),25Vdc,680pF,±10%,,1E-12,680,6.8E-10
GCM033R71E681MA03#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",0.6 ±0.03mm,0.3 ±0.03mm,0.3 ±0.03mm,X7R(EIA),25Vdc,680pF,±20%,,1E-12,680,6.8E-10
GCM1555C1H681FA16#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.0 ±0.05mm,0.5 ±0.05mm,0.5 ±0.05mm,C0G(EIA),50Vdc,680pF,±1%,,1E-12,680,6.8E-10
GCM1555C1H681GA16#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.0 ±0.05mm,0.5 ±0.05mm,0.5 ±0.05mm,C0G(EIA),50Vdc,680pF,±2%,,1E-12,680,6.8E-10
GCM1555C1H681JA16#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.0 ±0.05mm,0.5 ±0.05mm,0.5 ±0.05mm,C0G(EIA),50Vdc,680pF,±5%,,1E-12,680,6.8E-10
GCM1555C2A681GE02#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.0 ±0.05mm,0.5 ±0.05mm,0.5 ±0.05mm,C0G(EIA),100Vdc,680pF,±2%,,1E-12,680,6.8E-10
GCM1555C2A681JE02#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.0 ±0.05mm,0.5 ±0.05mm,0.5 ±0.05mm,C0G(EIA),100Vdc,680pF,±5%,,1E-12,680,6.8E-10
GCM1555G1H681FA16#,In Production,AEC-Q200Support|Up to 150℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.0 ±0.05mm,0.5 ±0.05mm,0.5 ±0.05mm,X8G(Murata),50Vdc,680pF,±1%,,1E-12,680,6.8E-10
GCM1555G1H681GA16#,In Production,AEC-Q200Support|Up to 150℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.0 ±0.05mm,0.5 ±0.05mm,0.5 ±0.05mm,X8G(Murata),50Vdc,680pF,±2%,,1E-12,680,6.8E-10
GCM1555G1H681JA16#,In Production,AEC-Q200Support|Up to 150℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.0 ±0.05mm,0.5 ±0.05mm,0.5 ±0.05mm,X8G(Murata),50Vdc,680pF,±5%,,1E-12,680,6.8E-10
GCM155L81H681KA37#,In Production,AEC-Q200Support|Up to 150℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.0 ±0.05mm,0.5 ±0.05mm,0.5 ±0.05mm,X8L(Murata),50Vdc,680pF,±10%,,1E-12,680,6.8E-10
GCM155L81H681MA37#,In Production,AEC-Q200Support|Up to 150℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.0 ±0.05mm,0.5 ±0.05mm,0.5 ±0.05mm,X8L(Murata),50Vdc,680pF,±20%,,1E-12,680,6.8E-10
GCM155R71H681KA37#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.0 ±0.05mm,0.5 ±0.05mm,0.5 ±0.05mm,X7R(EIA),50Vdc,680pF,±10%,,1E-12,680,6.8E-10
GCM155R71H681MA37#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.0 ±0.05mm,0.5 ±0.05mm,0.5 ±0.05mm,X7R(EIA),50Vdc,680pF,±20%,,1E-12,680,6.8E-10
GCM155R72A681KA37#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.0 ±0.05mm,0.5 ±0.05mm,0.5 ±0.05mm,X7R(EIA),100Vdc,680pF,±10%,,1E-12,680,6.8E-10
GCM155R72A681MA37#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.0 ±0.05mm,0.5 ±0.05mm,0.5 ±0.05mm,X7R(EIA),100Vdc,680pF,±20%,,1E-12,680,6.8E-10
GCM1885C1H681GA16#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.6 ±0.1mm,0.8 ±0.1mm,0.8 ±0.1mm,C0G(EIA),50Vdc,680pF,±2%,,1E-12,680,6.8E-10
GCM1885C1H681JA16#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.6 ±0.1mm,0.8 ±0.1mm,0.8 ±0.1mm,C0G(EIA),50Vdc,680pF,±5%,,1E-12,680,6.8E-10
GCM1885C2A681FA16#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.6 ±0.1mm,0.8 ±0.1mm,0.8 ±0.1mm,C0G(EIA),100Vdc,680pF,±1%,,1E-12,680,6.8E-10
GCM1885C2A681GA16#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.6 ±0.1mm,0.8 ±0.1mm,0.8 ±0.1mm,C0G(EIA),100Vdc,680pF,±2%,,1E-12,680,6.8E-10
GCM1885C2A681JA16#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.6 ±0.1mm,0.8 ±0.1mm,0.8 ±0.1mm,C0G(EIA),100Vdc,680pF,±5%,,1E-12,680,6.8E-10
GCM1885G2A681FA16#,In Production,AEC-Q200Support|Up to 150℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.6 ±0.1mm,0.8 ±0.1mm,0.8 ±0.1mm,X8G(Murata),100Vdc,680pF,±1%,,1E-12,680,6.8E-10
GCM1885G2A681GA16#,In Production,AEC-Q200Support|Up to 150℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.6 ±0.1mm,0.8 ±0.1mm,0.8 ±0.1mm,X8G(Murata),100Vdc,680pF,±2%,,1E-12,680,6.8E-10
GCM1885G2A681JA16#,In Production,AEC-Q200Support|Up to 150℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.6 ±0.1mm,0.8 ±0.1mm,0.8 ±0.1mm,X8G(Murata),100Vdc,680pF,±5%,,1E-12,680,6.8E-10
GCM21A5C2E681FX01#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",2.0 ±0.2mm,1.25 ±0.2mm,1.0 +0/-0.3mm,C0G(EIA),250Vdc,680pF,±1%,,1E-12,680,6.8E-10
GCM21A5C2E681GX01#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",2.0 ±0.2mm,1.25 ±0.2mm,1.0 +0/-0.3mm,C0G(EIA),250Vdc,680pF,±2%,,1E-12,680,6.8E-10
GCM21A5C2E681JX01#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",2.0 ±0.2mm,1.25 ±0.2mm,1.0 +0/-0.3mm,C0G(EIA),250Vdc,680pF,±5%,,1E-12,680,6.8E-10
